Metric,Value,Year,Institution,Numeric Value,Rank,Decile,UKPRN,Consistent Name,RG Rank
Total,613,2015,Arts University Bournemouth,613.0,41.0,7.0,10000385,The Arts University College at Bournemouth,
Total,606,2015,SOAS University of London,606.0,42.0,7.0,10007780,School of Oriental and African Studies,
Total,596,2015,Aberystwyth University,596.0,43.0,7.0,10007856,Prifysgol Aberystwyth,
Total,586,2015,Keele University,586.0,44.0,7.0,10007767,University of Keele,
Total,583,2015,University of Stirling,583.0,45.0,7.0,10007804,University of Stirling,
Total,578,2015,Aston University,578.0,46.0,7.0,10007759,Aston University,
Total,574,2015,"Queen Mary, University of London",574.0,47.0,7.0,10007775,"Queen Mary and Westfield College, University of London",22.0
Total,572,2015,Coventry University,572.0,48.0,7.0,10001726,Coventry University,
Total,570,2015,University of Lincoln,570.0,49.0,7.0,10007151,University of Lincoln,
Total,565,2015,University of West London,565.0,50.0,7.0,10006566,The University of West London,
Total,564,2015,Staffordshire University,564.0,51.0,6.0,10006299,Staffordshire University,
Total,558,2015,University of Kent,558.0,52.0,6.0,10007150,University of Kent,
Total,554,2015,Edge Hill University,554.0,53.0,6.0,10007823,Edge Hill University,
Total,552,2015,University of Portsmouth,552.0,54.0,6.0,10007155,University of Portsmouth,
Total,549,2015,Ulster University,549.0,55.0,6.0,10007807,University of Ulster,
Total,549,2015,University of the West of England,549.0,55.0,6.0,10007164,"University of the West of England, Bristol",
Total,545,2015,Liverpool Hope University,545.0,57.0,6.0,10003956,Liverpool Hope University,
Total,540,2015,University of Huddersfield,540.0,58.0,6.0,10007148,University of Huddersfield,
Total,535,2015,Manchester Metropolitan University,535.0,59.0,6.0,10004180,The Manchester Metropolitan University,
Total,535,2015,Norwich University of the Arts,535.0,59.0,6.0,10004775,Norwich University College of the Arts,
Total,531,2015,Oxford Brookes University,531.0,61.0,6.0,10004930,Oxford Brookes University,
Total,524,2015,Northumbria University,524.0,62.0,5.0,10001282,University of Northumbria at Newcastle,
Total,524,2015,Sheffield Hallam University,524.0,62.0,6.0,10005790,Sheffield Hallam University,
Total,521,2015,"St George's, University of London",521.0,64.0,5.0,10007782,St George's Hospital Medical School,
Total,520,2015,"Goldsmiths, University of London",520.0,65.0,5.0,10002718,Goldsmiths' College,
Total,519,2015,University of Roehampton,519.0,66.0,5.0,10007776,Roehampton University,
Total,518,2015,Bangor University,518.0,67.0,5.0,10007857,Bangor University,
Total,515,2015,University of Chichester,515.0,68.0,5.0,10007137,The University of Chichester,
Total,514,2015,Falmouth University,514.0,69.0,5.0,10008640,University College Falmouth,
Total,511,2015,"City, University of London",511.0,70.0,5.0,10001478,The City University,
Total,508,2015,De Montfort University,508.0,71.0,5.0,10001883,De Montfort University,
Total,506,2015,University of Central Lancashire,506.0,72.0,5.0,10007141,University of Central Lancashire,
Total,504,2015,Plymouth University,504.0,73.0,5.0,10007801,University of Plymouth,
Total,499,2015,University of Hull,499.0,74.0,5.0,10007149,University of Hull,
Total,498,2015,Liverpool John Moores University,498.0,75.0,5.0,10003957,Liverpool John Moores University,
Total,495,2015,"University of the Arts, London",495.0,76.0,4.0,10007162,"University of the Arts, London",
Total,495,2015,University of Chester,495.0,76.0,4.0,10007848,University of Chester,
Total,490,2015,York St John University,490.0,78.0,4.0,10007713,York St John University,
Total,488,2015,"Queen Margaret University, Edinburgh",488.0,79.0,4.0,10005337,"Queen Margaret University, Edinburgh",
Total,487,2015,Robert Gordon University,487.0,80.0,4.0,10005500,The Robert Gordon University,
Total,484,2015,University of Greenwich,484.0,81.0,4.0,10007146,University of Greenwich,
Total,483,2015,"St Mary's University, Twickenham",483.0,82.0,4.0,10007843,"St Mary's University College, Twickenham",
Total,480,2015,London South Bank University,480.0,83.0,4.0,10004078,London South Bank University,
Total,477,2015,Teesside University,477.0,84.0,4.0,10007161,Teesside University,
Total,476,2015,University of Hertfordshire,476.0,85.0,4.0,10007147,University of Hertfordshire,
Total,475,2015,Solent University,475.0,86.0,4.0,10006022,Southampton Solent University,
Total,475,2015,Royal Agricultural University,475.0,86.0,4.0,10005545,Royal Agricultural College,
Total,474,2015,University of Derby,474.0,88.0,3.0,10007851,University of Derby,
Total,472,2015,University of Worcester,472.0,89.0,3.0,10007139,University of Worcester,
Total,465,2015,Bournemouth University,465.0,90.0,3.0,10000824,Bournemouth University,
Total,461,2015,University of Gloucestershire,461.0,91.0,3.0,10007145,University of Gloucestershire,
Total,460,2015,Birmingham City University,460.0,92.0,3.0,10007140,Birmingham City University,
Total,460,2015,Glasgow Caledonian University,460.0,92.0,3.0,10007762,Glasgow Caledonian University,
Total,459,2015,Abertay University,459.0,94.0,3.0,10007849,University of Abertay Dundee,
Total,459,2015,University of Winchester,459.0,94.0,3.0,10003614,University of Winchester,
Total,458,2015,Brunel University London,458.0,96.0,3.0,10000961,Brunel University,
Total,455,2015,Edinburgh Napier University,455.0,97.0,3.0,10007772,Edinburgh Napier University,
Total,453,2015,Plymouth Marjon University,453.0,98.0,3.0,10037449,University of St Mark & St John,
Total,453,2015,University of Wales Trinity St David,453.0,98.0,3.0,10007858,University of Wales: Trinity Saint David,
Total,453,2015,Bishop Grosseteste University,453.0,98.0,3.0,10007811,Bishop Grosseteste University College Lincoln,
Total,448,2015,University of Bradford,448.0,101.0,2.0,10007785,University of Bradford,
Total,444,2015,Kingston University,444.0,102.0,2.0,10003678,Kingston University,
Total,443,2015,Middlesex University,443.0,103.0,2.0,10004351,Middlesex University,
Total,442,2015,University of the West of Scotland,442.0,104.0,2.0,10007800,University of the West of Scotland,
Total,441,2015,University of Sunderland,441.0,105.0,2.0,10007159,University of Sunderland,
Total,438,2015,Bath Spa University,438.0,106.0,2.0,10000571,Bath Spa University,
Total,437,2015,University of Salford,437.0,107.0,2.0,10007156,University of Salford,
Total,434,2015,Cardiff Metropolitan University,434.0,108.0,2.0,10007854,Cardiff Metropolitan University,
Total,427,2015,Bucks New University,427.0,109.0,2.0,10000975,Buckinghamshire New University,
Total,412,2015,University of South Wales,412.0,110.0,2.0,10007793,University of Glamorgan / Prifysgol Morgannwg,
Total,408,2015,Newman University,408.0,111.0,2.0,10007832,Newman University College,
Total,407,2015,University of Northampton,407.0,112.0,2.0,10007138,The University of Northampton,
Total,403,2015,Leeds Trinity University,403.0,113.0,1.0,10003863,Leeds Trinity University College,
Total,401,2015,Canterbury Christ Church University,401.0,114.0,1.0,10001143,Canterbury Christ Church University,
Total,395,2015,University of Westminster,395.0,115.0,1.0,10007165,The University of Westminster,
Total,388,2015,Anglia Ruskin University,388.0,116.0,1.0,10000291,Anglia Ruskin University,
Total,383,2015,University of Cumbria,383.0,117.0,1.0,10007842,The University of Cumbria,
Total,380,2015,University of Brighton,380.0,118.0,1.0,10000886,University of Brighton,
Total,377,2015,Leeds Beckett University,377.0,119.0,1.0,10003861,Leeds Metropolitan University,
Total,374,2015,University of Wolverhampton,374.0,120.0,1.0,10007166,University of Wolverhampton,
Total,368,2015,University of Bolton,368.0,121.0,1.0,10006841,The University of Bolton,
Total,355,2015,London Metropolitan University,355.0,122.0,1.0,10004048,London Metropolitan University,
Total,350,2015,University of East London,350.0,123.0,1.0,10007144,University of East London,
Total,348,2015,University of Bedfordshire,348.0,124.0,1.0,10007152,University of Bedfordshire,
Total,313,2015,Wrexham Glyndwr University,313.0,125.0,1.0,10007833,Glyndwr University,
Teaching quality (%),,2016,University of Cambridge,,,,10007788,University of Cambridge,
Teaching quality (%),,2016,University of Oxford,,,,10007774,University of Oxford,
Teaching quality (%),88.5,2016,University of St Andrews,88.5,1.0,10.0,10007803,University of St Andrews,
Teaching quality (%),75.1,2016,Imperial College London,75.1,120.0,1.0,10003270,"Imperial College of Science, Technology and Medicine",17.0
Teaching quality (%),83.4,2016,Loughborough University,83.4,16.0,9.0,10004113,Loughborough University,
Teaching quality (%),72.3,2016,London School of Economics and Political Science,72.3,127.0,1.0,10004063,London School of Economics & Political Science,22.0
Teaching quality (%),78.8,2016,Durham University,78.8,86.0,4.0,10007143,University of Durham,8.0
Teaching quality (%),79.5,2016,Lancaster University,79.5,73.0,5.0,10007768,University of Lancaster,
Teaching quality (%),74.7,2016,University College London,74.7,121.0,1.0,10007784,University College London,18.0
Teaching quality (%),79.6,2016,University of Warwick,79.6,72.0,5.0,10007163,University of Warwick,4.0
Teaching quality (%),79.4,2016,University of Bath,79.4,77.0,4.0,10007850,University of Bath (The),
Teaching quality (%),79.3,2016,University of Exeter,79.3,79.0,4.0,10007792,University of Exeter,6.0
Teaching quality (%),79.8,2016,University of Leeds,79.8,69.0,5.0,10007795,University of Leeds,3.0
Teaching quality (%),78.4,2016,University of Birmingham,78.4,92.0,3.0,10006840,University of Birmingham,10.0
Teaching quality (%),78.7,2016,University of Bristol,78.7,89.0,4.0,10007786,University of Bristol,9.0
Teaching quality (%),77.4,2016,University of Glasgow,77.4,103.0,3.0,10007794,University of Glasgow,15.0
Teaching quality (%),83.4,2016,Harper Adams University,83.4,16.0,9.0,10040812,Harper Adams University,
Teaching quality (%),77.3,2016,University of Manchester,77.3,104.0,2.0,10007798,The University of Manchester,16.0
Teaching quality (%),81.3,2016,"Royal Holloway, University of London",81.3,42.0,7.0,10005553,Royal Holloway College and Bedford New College,
Teaching quality (%),79.1,2016,University of Southampton,79.1,83.0,4.0,10007158,University of Southampton,7.0
Teaching quality (%),78.0,2016,University of Nottingham,78.0,96.0,3.0,10007154,University of Nottingham,12.0
Teaching quality (%),82.6,2016,University of York,82.6,25.0,9.0,10007167,University of York,1.0
Teaching quality (%),79.1,2016,University of East Anglia,79.1,83.0,4.0,10007789,University of East Anglia,
Teaching quality (%),83.5,2016,University of Dundee,83.5,15.0,9.0,10007852,University of Dundee,
Teaching quality (%),73.3,2016,University of Edinburgh,73.3,125.0,1.0,10007790,University of Edinburgh,21.0
Teaching quality (%),80.6,2016,University of Sheffield,80.6,56.0,6.0,10007157,University of Sheffield,2.0
Teaching quality (%),80.6,2016,University of Aberdeen,80.6,56.0,6.0,10007783,University of Aberdeen,
Teaching quality (%),77.9,2016,Newcastle University,77.9,98.0,3.0,10007799,University of Newcastle Upon Tyne,13.0
Teaching quality (%),79.4,2016,University of Liverpool,79.4,77.0,5.0,10006842,University of Liverpool,5.0
Teaching quality (%),74.3,2016,King's College London,74.3,122.0,1.0,10003645,King's College London,19.0
Teaching quality (%),81.2,2016,Swansea University,81.2,45.0,7.0,10007855,Swansea University,
Teaching quality (%),76.9,2016,University of Surrey,76.9,109.0,2.0,10007160,University of Surrey,
Teaching quality (%),77.9,2016,Heriot-Watt University,77.9,98.0,3.0,10007764,Heriot-Watt University,
Teaching quality (%),78.2,2016,Cardiff University,78.2,95.0,3.0,10007814,Cardiff University,11.0
Teaching quality (%),77.5,2016,"Queen's University, Belfast",77.5,102.0,3.0,10005343,The Queen's University of Belfast,14.0
Teaching quality (%),78.3,2016,University of Strathclyde,78.3,93.0,3.0,10007805,University of Strathclyde,
Teaching quality (%),79.5,2016,University of Essex,79.5,73.0,5.0,10007791,University of Essex,
Teaching quality (%),77.3,2016,University of Reading,77.3,104.0,2.0,10007802,University of Reading,
Teaching quality (%),76.6,2016,University of Sussex,76.6,111.0,2.0,10007806,University of Sussex,
Teaching quality (%),83.0,2016,Nottingham Trent University,83.0,22.0,9.0,10004797,Nottingham Trent University,
Teaching quality (%),77.7,2016,University of Leicester,77.7,101.0,3.0,10007796,University of Leicester,
Teaching quality (%),83.8,2016,University for the Creative Arts,83.8,11.0,10.0,10006427,University for the Creative Arts,
Teaching quality (%),84.9,2016,Arts University Bournemouth,84.9,7.0,10.0,10000385,The Arts University College at Bournemouth,
Teaching quality (%),75.5,2016,SOAS University of London,75.5,117.0,1.0,10007780,School of Oriental and African Studies,
Teaching quality (%),88.3,2016,Aberystwyth University,88.3,2.0,10.0,10007856,Prifysgol Aberystwyth,
Teaching quality (%),82.5,2016,Keele University,82.5,26.0,8.0,10007767,University of Keele,
Teaching quality (%),79.5,2016,University of Stirling,79.5,73.0,5.0,10007804,University of Stirling,
Teaching quality (%),78.3,2016,Aston University,78.3,93.0,3.0,10007759,Aston University,
Teaching quality (%),73.5,2016,"Queen Mary, University of London",73.5,124.0,1.0,10007775,"Queen Mary and Westfield College, University of London",20.0
Teaching quality (%),82.3,2016,Coventry University,82.3,32.0,8.0,10001726,Coventry University,
Teaching quality (%),79.5,2016,University of Lincoln,79.5,73.0,5.0,10007151,University of Lincoln,
Teaching quality (%),85.7,2016,University of West London,85.7,4.0,10.0,10006566,The University of West London,
Teaching quality (%),83.3,2016,Staffordshire University,83.3,18.0,9.0,10006299,Staffordshire University,
Teaching quality (%),76.8,2016,University of Kent,76.8,110.0,2.0,10007150,University of Kent,
Teaching quality (%),82.1,2016,Edge Hill University,82.1,35.0,8.0,10007823,Edge Hill University,
Teaching quality (%),80.5,2016,University of Portsmouth,80.5,59.0,6.0,10007155,University of Portsmouth,
Teaching quality (%),83.1,2016,Leeds Arts University,83.1,20.0,9.0,10003854,Leeds College of Art,
Teaching quality (%),81.8,2016,Ulster University,81.8,37.0,8.0,10007807,University of Ulster,
Teaching quality (%),83.8,2016,University of the West of England,83.8,11.0,10.0,10007164,"University of the West of England, Bristol",
Teaching quality (%),82.5,2016,Liverpool Hope University,82.5,26.0,8.0,10003956,Liverpool Hope University,
