Institution,Metric,Value,Year,Numeric Value,Rank,Decile
Queen Margaret,Research Quality,1.37,2011,1.37,113.0,1.0
York St John,Research Quality,1.40,2011,1.4,112.0,1.0
Glasgow Caledonian,Research Quality,2.01,2011,2.01,85.0,3.0
Staffordshire,Research Quality,1.62,2011,1.62,108.0,1.0
Chester,Research Quality,1.74,2011,1.74,102.0,2.0
Cumbria,Research Quality,1.23,2011,1.23,114.0,1.0
Bath Spa,Research Quality,1.89,2011,1.89,93.0,2.0
Kingston,Research Quality,2.04,2011,2.04,83.0,3.0
Leeds Metropolitan,Research Quality,2.05,2011,2.05,81.0,3.0
Glamorgan,Research Quality,2.04,2011,2.04,83.0,3.0
Roehampton,Research Quality,2.20,2011,2.2,65.0,5.0
Edge Hill,Research Quality,1.50,2011,1.5,110.0,1.0
Manchester Metropolitan,Research Quality,2.16,2011,2.16,71.0,4.0
Portsmouth,Research Quality,2.24,2011,2.24,61.0,5.0
"University of Wales, Newport",Research Quality,2.42,2011,2.42,50.0,6.0
Wrexham Glyndŵr,Research Quality,1.69,2011,1.69,104.0,1.0
Sunderland,Research Quality,1.86,2011,1.86,95.0,2.0
Westminster,Research Quality,2.23,2011,2.23,64.0,5.0
Thames Valley,Research Quality,1.67,2011,1.67,106.0,1.0
Salford,Research Quality,2.36,2011,2.36,56.0,6.0
Middlesex,Research Quality,2.18,2011,2.18,68.0,5.0
Abertay Dundee,Research Quality,1.83,2011,1.83,98.0,2.0
Lampeter,Research Quality,2.11,2011,2.11,76.0,4.0
Northampton,Research Quality,1.69,2011,1.69,104.0,1.0
Bedfordshire,Research Quality,2.09,2011,2.09,78.0,4.0
Liverpool John Moores,Research Quality,2.15,2011,2.15,74.0,4.0
Worcester,Research Quality,1.54,2011,1.54,109.0,1.0
Derby,Research Quality,1.96,2011,1.96,87.0,3.0
Teesside,Research Quality,1.99,2011,1.99,86.0,3.0
Anglia Ruskin,Research Quality,2.07,2011,2.07,79.0,4.0
Canterbury Christ Church,Research Quality,1.79,2011,1.79,100.0,2.0
Buckinghamshire New,Research Quality,1.67,2011,1.67,106.0,1.0
University for the Creative Arts,Research Quality,1.90,2011,1.9,90.0,3.0
Greenwich,Research Quality,1.90,2011,1.9,90.0,3.0
Southampton Solent,Research Quality,1.49,2011,1.49,111.0,1.0
Bolton,Research Quality,1.75,2011,1.75,101.0,2.0
East London,Research Quality,2.24,2011,2.24,61.0,5.0
London South Bank,Research Quality,2.24,2011,2.24,61.0,5.0
London Metropolitan,Research Quality,1.84,2011,1.84,97.0,2.0
Oxford,Graduate Prospects,82.8,2011,82.8,4.0,10.0
Cambridge,Graduate Prospects,82.3,2011,82.3,5.0,10.0
Imperial College London,Graduate Prospects,88.9,2011,88.9,1.0,10.0
Durham,Graduate Prospects,77.8,2011,77.8,14.0,9.0
London School of Economics,Graduate Prospects,81.9,2011,81.9,6.0,10.0
St Andrews,Graduate Prospects,74.4,2011,74.4,25.0,8.0
Warwick,Graduate Prospects,77.9,2011,77.9,13.0,9.0
Lancaster,Graduate Prospects,77.6,2011,77.6,15.0,9.0
University College London,Graduate Prospects,80.8,2011,80.8,8.0,10.0
York,Graduate Prospects,71.5,2011,71.5,34.0,8.0
Edinburgh,Graduate Prospects,76.2,2011,76.2,18.0,9.0
Bath,Graduate Prospects,80.9,2011,80.9,7.0,10.0
King's College London,Graduate Prospects,80.5,2011,80.5,9.0,10.0
Southampton,Graduate Prospects,76.3,2011,76.3,17.0,9.0
SOAS University of London,Graduate Prospects,73.1,2011,73.1,27.0,8.0
Bristol,Graduate Prospects,78.3,2011,78.3,12.0,10.0
Aston,Graduate Prospects,75.2,2011,75.2,22.0,9.0
Nottingham,Graduate Prospects,75.7,2011,75.7,20.0,9.0
Sussex,Graduate Prospects,72.6,2011,72.6,29.0,8.0
Buckingham,Graduate Prospects,85.2,2011,85.2,2.0,10.0
Loughborough,Graduate Prospects,71.3,2011,71.3,35.0,8.0
Leicester,Graduate Prospects,74.2,2011,74.2,26.0,8.0
Birmingham,Graduate Prospects,69.9,2011,69.9,44.0,7.0
Exeter,Graduate Prospects,66.8,2011,66.8,56.0,6.0
Sheffield,Graduate Prospects,72.3,2011,72.3,31.0,8.0
Glasgow,Graduate Prospects,72.1,2011,72.1,32.0,8.0
Leeds,Graduate Prospects,70.5,2011,70.5,41.0,7.0
East Anglia (UEA),Graduate Prospects,69.1,2011,69.1,46.0,6.0
Newcastle,Graduate Prospects,72.4,2011,72.4,30.0,8.0
"Royal Holloway, University of London",Graduate Prospects,62.7,2011,62.7,66.0,5.0
Manchester,Graduate Prospects,71.1,2011,71.1,36.0,7.0
Liverpool,Graduate Prospects,70.6,2011,70.6,40.0,7.0
Surrey,Graduate Prospects,79.6,2011,79.6,10.0,10.0
Heriot-Watt,Graduate Prospects,74.7,2011,74.7,23.0,8.0
"Queen's, Belfast",Graduate Prospects,74.7,2011,74.7,23.0,9.0
Strathclyde,Graduate Prospects,75.5,2011,75.5,21.0,9.0
Essex,Graduate Prospects,60.2,2011,60.2,77.0,4.0
Kent,Graduate Prospects,68.6,2011,68.6,48.0,6.0
"Queen Mary, University of London",Graduate Prospects,76.0,2011,76.0,19.0,9.0
Reading,Graduate Prospects,66.0,2011,66.0,59.0,5.0
Cardiff,Graduate Prospects,72.8,2011,72.8,28.0,8.0
Hertfordshire,Graduate Prospects,62.9,2011,62.9,65.0,5.0
Keele,Graduate Prospects,68.3,2011,68.3,50.0,6.0
Aberdeen,Graduate Prospects,76.8,2011,76.8,16.0,9.0
Dundee,Graduate Prospects,68.6,2011,68.6,48.0,6.0
Brunel University London,Graduate Prospects,66.1,2011,66.1,58.0,5.0
Aberystwyth,Graduate Prospects,61.5,2011,61.5,71.0,4.0
"City, University of London",Graduate Prospects,79.4,2011,79.4,11.0,10.0
Nottingham Trent,Graduate Prospects,71.0,2011,71.0,38.0,7.0
Oxford Brookes,Graduate Prospects,67.0,2011,67.0,55.0,6.0
Robert Gordon,Graduate Prospects,83.4,2011,83.4,3.0,10.0
Stirling,Graduate Prospects,67.6,2011,67.6,51.0,6.0
Chichester,Graduate Prospects,59.9,2011,59.9,81.0,3.0
Ulster,Graduate Prospects,58.9,2011,58.9,86.0,3.0
Bournemouth,Graduate Prospects,70.8,2011,70.8,39.0,7.0
Hull,Graduate Prospects,70.0,2011,70.0,43.0,7.0
Goldsmiths College,Graduate Prospects,56.7,2011,56.7,99.0,2.0
Birmingham City,Graduate Prospects,69.1,2011,69.1,46.0,7.0
"UWIC, Cardiff",Graduate Prospects,61.1,2011,61.1,72.0,4.0
Swansea,Graduate Prospects,58.4,2011,58.4,91.0,3.0
Bradford,Graduate Prospects,71.1,2011,71.1,36.0,7.0
Gloucestershire,Graduate Prospects,60.3,2011,60.3,76.0,4.0
Bangor,Graduate Prospects,59.6,2011,59.6,84.0,3.0
Northumbria,Graduate Prospects,70.5,2011,70.5,41.0,7.0
De Montfort,Graduate Prospects,69.4,2011,69.4,45.0,7.0
Plymouth,Graduate Prospects,57.7,2011,57.7,92.0,2.0
Huddersfield,Graduate Prospects,61.1,2011,61.1,72.0,4.0
Sheffield Hallam,Graduate Prospects,63.0,2011,63.0,64.0,5.0
"West of England, Bristol",Graduate Prospects,60.0,2011,60.0,79.0,4.0
University of the Arts London,Graduate Prospects,56.2,2011,56.2,103.0,2.0
Lincoln,Graduate Prospects,60.6,2011,60.6,75.0,4.0
Central Lancashire,Graduate Prospects,61.0,2011,61.0,74.0,4.0
Brighton,Graduate Prospects,61.6,2011,61.6,70.0,4.0
Edinburgh Napier,Graduate Prospects,72.0,2011,72.0,33.0,8.0
Coventry,Graduate Prospects,64.2,2011,64.2,62.0,5.0
Winchester,Graduate Prospects,51.6,2011,51.6,111.0,1.0
Queen Margaret,Graduate Prospects,66.3,2011,66.3,57.0,6.0
York St John,Graduate Prospects,57.1,2011,57.1,97.0,2.0
Glasgow Caledonian,Graduate Prospects,62.6,2011,62.6,67.0,5.0
Staffordshire,Graduate Prospects,67.4,2011,67.4,52.0,6.0
Chester,Graduate Prospects,65.6,2011,65.6,60.0,5.0
Cumbria,Graduate Prospects,67.2,2011,67.2,53.0,6.0
Bath Spa,Graduate Prospects,55.1,2011,55.1,105.0,1.0
Kingston,Graduate Prospects,57.7,2011,57.7,92.0,2.0
Leeds Metropolitan,Graduate Prospects,67.2,2011,67.2,53.0,6.0
Glamorgan,Graduate Prospects,56.1,2011,56.1,104.0,1.0
Roehampton,Graduate Prospects,57.7,2011,57.7,92.0,3.0
Edge Hill,Graduate Prospects,63.9,2011,63.9,63.0,5.0
Manchester Metropolitan,Graduate Prospects,57.5,2011,57.5,95.0,2.0
Portsmouth,Graduate Prospects,54.6,2011,54.6,107.0,1.0
"University of Wales, Newport",Graduate Prospects,58.7,2011,58.7,87.0,3.0
Wrexham Glyndŵr,Graduate Prospects,62.6,2011,62.6,67.0,5.0
Sunderland,Graduate Prospects,58.6,2011,58.6,88.0,3.0
Westminster,Graduate Prospects,53.2,2011,53.2,109.0,1.0
Thames Valley,Graduate Prospects,59.6,2011,59.6,84.0,3.0
Salford,Graduate Prospects,59.8,2011,59.8,82.0,3.0
Middlesex,Graduate Prospects,56.5,2011,56.5,101.0,2.0
Abertay Dundee,Graduate Prospects,56.6,2011,56.6,100.0,2.0
Lampeter,Graduate Prospects,57.2,2011,57.2,96.0,2.0
Northampton,Graduate Prospects,54.9,2011,54.9,106.0,1.0
Bedfordshire,Graduate Prospects,60.2,2011,60.2,77.0,4.0
Liverpool John Moores,Graduate Prospects,54.2,2011,54.2,108.0,1.0
Worcester,Graduate Prospects,62.4,2011,62.4,69.0,5.0
Derby,Graduate Prospects,56.8,2011,56.8,98.0,2.0
Teesside,Graduate Prospects,60.0,2011,60.0,79.0,4.0
Anglia Ruskin,Graduate Prospects,58.5,2011,58.5,89.0,3.0
Canterbury Christ Church,Graduate Prospects,64.7,2011,64.7,61.0,5.0
Buckinghamshire New,Graduate Prospects,45.7,2011,45.7,114.0,1.0
University for the Creative Arts,Graduate Prospects,45.3,2011,45.3,115.0,1.0
Greenwich,Graduate Prospects,59.7,2011,59.7,83.0,3.0
Southampton Solent,Graduate Prospects,49.2,2011,49.2,112.0,1.0
Bolton,Graduate Prospects,56.5,2011,56.5,101.0,2.0
East London,Graduate Prospects,52.9,2011,52.9,110.0,1.0
London South Bank,Graduate Prospects,58.5,2011,58.5,89.0,3.0
London Metropolitan,Graduate Prospects,46.0,2011,46.0,113.0,1.0
Oxford,Academic Services Spend,"2,909",2011,2909.0,2.0,10.0
Cambridge,Academic Services Spend,"1,859",2011,1859.0,3.0,10.0
Imperial College London,Academic Services Spend,"3,182",2011,3182.0,1.0,10.0
Durham,Academic Services Spend,"1,141",2011,1141.0,21.0,9.0
London School of Economics,Academic Services Spend,"1,563",2011,1563.0,9.0,10.0
St Andrews,Academic Services Spend,"1,269",2011,1269.0,17.0,9.0
Warwick,Academic Services Spend,"1,555",2011,1555.0,10.0,10.0
Lancaster,Academic Services Spend,"1,134",2011,1134.0,22.0,9.0
University College London,Academic Services Spend,"1,724",2011,1724.0,5.0,10.0
York,Academic Services Spend,"1,286",2011,1286.0,15.0,9.0
Edinburgh,Academic Services Spend,"1,795",2011,1795.0,4.0,10.0
Bath,Academic Services Spend,"1,028",2011,1028.0,36.0,7.0
King's College London,Academic Services Spend,"1,588",2011,1588.0,8.0,10.0
Southampton,Academic Services Spend,"1,310",2011,1310.0,14.0,9.0
SOAS University of London,Academic Services Spend,"1,623",2011,1623.0,6.0,10.0
Bristol,Academic Services Spend,"1,555",2011,1555.0,10.0,10.0
Aston,Academic Services Spend,870,2011,870.0,61.0,5.0
Nottingham,Academic Services Spend,"1,051",2011,1051.0,34.0,8.0
Sussex,Academic Services Spend,961,2011,961.0,45.0,7.0
Buckingham,Academic Services Spend,575,2011,575.0,111.0,1.0
Loughborough,Academic Services Spend,739,2011,739.0,91.0,3.0
Leicester,Academic Services Spend,"1,113",2011,1113.0,25.0,8.0
Birmingham,Academic Services Spend,"1,369",2011,1369.0,13.0,9.0
Exeter,Academic Services Spend,"1,025",2011,1025.0,38.0,7.0
Sheffield,Academic Services Spend,"1,066",2011,1066.0,33.0,8.0
Glasgow,Academic Services Spend,"1,119",2011,1119.0,24.0,8.0
Leeds,Academic Services Spend,907,2011,907.0,58.0,5.0
East Anglia (UEA),Academic Services Spend,"1,076",2011,1076.0,31.0,8.0
Newcastle,Academic Services Spend,"1,143",2011,1143.0,20.0,9.0
"Royal Holloway, University of London",Academic Services Spend,955,2011,955.0,46.0,7.0
Manchester,Academic Services Spend,"1,227",2011,1227.0,18.0,9.0
Liverpool,Academic Services Spend,"1,496",2011,1496.0,12.0,10.0
Surrey,Academic Services Spend,971,2011,971.0,44.0,7.0
Heriot-Watt,Academic Services Spend,984,2011,984.0,42.0,7.0
"Queen's, Belfast",Academic Services Spend,"1,085",2011,1085.0,30.0,8.0
Strathclyde,Academic Services Spend,"1,224",2011,1224.0,19.0,9.0
Essex,Academic Services Spend,"1,127",2011,1127.0,23.0,9.0
Kent,Academic Services Spend,815,2011,815.0,77.0,4.0
"Queen Mary, University of London",Academic Services Spend,924,2011,924.0,55.0,6.0
Reading,Academic Services Spend,750,2011,750.0,88.0,3.0
Cardiff,Academic Services Spend,"1,020",2011,1020.0,40.0,7.0
Hertfordshire,Academic Services Spend,789,2011,789.0,82.0,3.0
Keele,Academic Services Spend,739,2011,739.0,91.0,3.0
Aberdeen,Academic Services Spend,"1,023",2011,1023.0,39.0,7.0
Dundee,Academic Services Spend,"1,039",2011,1039.0,35.0,8.0
Brunel University London,Academic Services Spend,977,2011,977.0,43.0,7.0
Aberystwyth,Academic Services Spend,855,2011,855.0,64.0,5.0
"City, University of London",Academic Services Spend,917,2011,917.0,57.0,6.0
Nottingham Trent,Academic Services Spend,827,2011,827.0,73.0,4.0
Oxford Brookes,Academic Services Spend,732,2011,732.0,94.0,2.0
Robert Gordon,Academic Services Spend,919,2011,919.0,56.0,6.0
Stirling,Academic Services Spend,933,2011,933.0,52.0,6.0
Chichester,Academic Services Spend,670,2011,670.0,103.0,2.0
Ulster,Academic Services Spend,"1,104",2011,1104.0,27.0,8.0
Bournemouth,Academic Services Spend,945,2011,945.0,48.0,6.0
Hull,Academic Services Spend,844,2011,844.0,68.0,5.0
Goldsmiths College,Academic Services Spend,674,2011,674.0,102.0,2.0
Birmingham City,Academic Services Spend,844,2011,844.0,68.0,5.0
"UWIC, Cardiff",Academic Services Spend,863,2011,863.0,63.0,5.0
Swansea,Academic Services Spend,846,2011,846.0,67.0,5.0
Bradford,Academic Services Spend,866,2011,866.0,62.0,5.0
Gloucestershire,Academic Services Spend,946,2011,946.0,47.0,6.0
Bangor,Academic Services Spend,854,2011,854.0,65.0,5.0
Northumbria,Academic Services Spend,779,2011,779.0,84.0,3.0
De Montfort,Academic Services Spend,799,2011,799.0,80.0,4.0
Plymouth,Academic Services Spend,821,2011,821.0,75.0,4.0
Huddersfield,Academic Services Spend,891,2011,891.0,60.0,5.0
Sheffield Hallam,Academic Services Spend,726,2011,726.0,96.0,2.0
"West of England, Bristol",Academic Services Spend,746,2011,746.0,89.0,3.0
University of the Arts London,Academic Services Spend,806,2011,806.0,79.0,4.0
Lincoln,Academic Services Spend,771,2011,771.0,85.0,3.0
Central Lancashire,Academic Services Spend,939,2011,939.0,49.0,6.0
Brighton,Academic Services Spend,591,2011,591.0,107.0,1.0
Edinburgh Napier,Academic Services Spend,838,2011,838.0,70.0,4.0
Coventry,Academic Services Spend,811,2011,811.0,78.0,4.0
Winchester,Academic Services Spend,587,2011,587.0,109.0,1.0
Queen Margaret,Academic Services Spend,892,2011,892.0,59.0,5.0
York St John,Academic Services Spend,927,2011,927.0,54.0,6.0
Glasgow Caledonian,Academic Services Spend,931,2011,931.0,53.0,6.0
Staffordshire,Academic Services Spend,833,2011,833.0,72.0,4.0
Chester,Academic Services Spend,586,2011,586.0,110.0,1.0
Cumbria,Academic Services Spend,936,2011,936.0,50.0,6.0
Bath Spa,Academic Services Spend,425,2011,425.0,114.0,1.0
Kingston,Academic Services Spend,708,2011,708.0,100.0,2.0
Leeds Metropolitan,Academic Services Spend,738,2011,738.0,93.0,2.0
Glamorgan,Academic Services Spend,835,2011,835.0,71.0,4.0
Roehampton,Academic Services Spend,"1,087",2011,1087.0,29.0,8.0
Edge Hill,Academic Services Spend,"1,106",2011,1106.0,26.0,8.0
Manchester Metropolitan,Academic Services Spend,822,2011,822.0,74.0,4.0
Portsmouth,Academic Services Spend,935,2011,935.0,51.0,6.0
"University of Wales, Newport",Academic Services Spend,597,2011,597.0,106.0,1.0
Wrexham Glyndŵr,Academic Services Spend,992,2011,992.0,41.0,7.0
Sunderland,Academic Services Spend,569,2011,569.0,112.0,1.0
Westminster,Academic Services Spend,711,2011,711.0,99.0,2.0
Thames Valley,Academic Services Spend,"1,027",2011,1027.0,37.0,7.0
Salford,Academic Services Spend,762,2011,762.0,86.0,3.0
Middlesex,Academic Services Spend,"1,597",2011,1597.0,7.0,10.0
Abertay Dundee,Academic Services Spend,"1,099",2011,1099.0,28.0,8.0
Lampeter,Academic Services Spend,714,2011,714.0,98.0,2.0
Northampton,Academic Services Spend,821,2011,821.0,75.0,4.0
Bedfordshire,Academic Services Spend,413,2011,413.0,115.0,1.0
Liverpool John Moores,Academic Services Spend,852,2011,852.0,66.0,5.0
Worcester,Academic Services Spend,752,2011,752.0,87.0,3.0
Derby,Academic Services Spend,"1,075",2011,1075.0,32.0,8.0
Teesside,Academic Services Spend,716,2011,716.0,97.0,2.0
Anglia Ruskin,Academic Services Spend,784,2011,784.0,83.0,3.0
Canterbury Christ Church,Academic Services Spend,615,2011,615.0,105.0,1.0
Buckinghamshire New,Academic Services Spend,590,2011,590.0,108.0,1.0
University for the Creative Arts,Academic Services Spend,"1,277",2011,1277.0,16.0,9.0
Greenwich,Academic Services Spend,644,2011,644.0,104.0,1.0
Southampton Solent,Academic Services Spend,687,2011,687.0,101.0,2.0
Bolton,Academic Services Spend,459,2011,459.0,113.0,1.0
East London,Academic Services Spend,743,2011,743.0,90.0,3.0
London South Bank,Academic Services Spend,793,2011,793.0,81.0,3.0
London Metropolitan,Academic Services Spend,729,2011,729.0,95.0,2.0
Oxford,Facilities Spend,469,2011,469.0,21.0,9.0
Cambridge,Facilities Spend,693,2011,693.0,3.0,10.0
Imperial College London,Facilities Spend,648,2011,648.0,6.0,10.0
Durham,Facilities Spend,776,2011,776.0,2.0,10.0
London School of Economics,Facilities Spend,304,2011,304.0,67.0,5.0
St Andrews,Facilities Spend,388,2011,388.0,44.0,7.0
Warwick,Facilities Spend,402,2011,402.0,38.0,7.0
Lancaster,Facilities Spend,534,2011,534.0,12.0,10.0
University College London,Facilities Spend,225,2011,225.0,98.0,2.0
York,Facilities Spend,469,2011,469.0,21.0,9.0
Edinburgh,Facilities Spend,399,2011,399.0,39.0,7.0
Bath,Facilities Spend,441,2011,441.0,28.0,8.0
King's College London,Facilities Spend,329,2011,329.0,59.0,5.0
Southampton,Facilities Spend,472,2011,472.0,19.0,9.0
SOAS University of London,Facilities Spend,247,2011,247.0,88.0,3.0
Bristol,Facilities Spend,332,2011,332.0,56.0,6.0
Aston,Facilities Spend,682,2011,682.0,4.0,10.0
Nottingham,Facilities Spend,417,2011,417.0,34.0,8.0
Sussex,Facilities Spend,372,2011,372.0,48.0,6.0
Buckingham,Facilities Spend,545,2011,545.0,11.0,10.0
Loughborough,Facilities Spend,502,2011,502.0,13.0,9.0
Leicester,Facilities Spend,491,2011,491.0,14.0,9.0
Birmingham,Facilities Spend,445,2011,445.0,26.0,8.0
Exeter,Facilities Spend,431,2011,431.0,30.0,8.0
Sheffield,Facilities Spend,369,2011,369.0,50.0,6.0
Glasgow,Facilities Spend,577,2011,577.0,9.0,10.0
Leeds,Facilities Spend,485,2011,485.0,16.0,9.0
East Anglia (UEA),Facilities Spend,459,2011,459.0,24.0,8.0
Newcastle,Facilities Spend,413,2011,413.0,35.0,8.0
"Royal Holloway, University of London",Facilities Spend,410,2011,410.0,36.0,7.0
Manchester,Facilities Spend,421,2011,421.0,31.0,8.0
Liverpool,Facilities Spend,329,2011,329.0,59.0,5.0
Surrey,Facilities Spend,378,2011,378.0,47.0,6.0
Heriot-Watt,Facilities Spend,559,2011,559.0,10.0,10.0
"Queen's, Belfast",Facilities Spend,578,2011,578.0,8.0,10.0
Strathclyde,Facilities Spend,286,2011,286.0,76.0,4.0
Essex,Facilities Spend,442,2011,442.0,27.0,8.0
Kent,Facilities Spend,370,2011,370.0,49.0,6.0
"Queen Mary, University of London",Facilities Spend,407,2011,407.0,37.0,7.0
Reading,Facilities Spend,331,2011,331.0,57.0,6.0
Cardiff,Facilities Spend,261,2011,261.0,82.0,3.0
Hertfordshire,Facilities Spend,968,2011,968.0,1.0,10.0
Keele,Facilities Spend,393,2011,393.0,42.0,7.0
Aberdeen,Facilities Spend,254,2011,254.0,86.0,3.0
Dundee,Facilities Spend,296,2011,296.0,72.0,4.0
Brunel University London,Facilities Spend,485,2011,485.0,16.0,9.0
Aberystwyth,Facilities Spend,389,2011,389.0,43.0,7.0
"City, University of London",Facilities Spend,330,2011,330.0,58.0,5.0
Nottingham Trent,Facilities Spend,491,2011,491.0,14.0,9.0
Oxford Brookes,Facilities Spend,440,2011,440.0,29.0,8.0
Robert Gordon,Facilities Spend,295,2011,295.0,73.0,4.0
Stirling,Facilities Spend,182,2011,182.0,105.0,1.0
Chichester,Facilities Spend,419,2011,419.0,33.0,8.0
Ulster,Facilities Spend,394,2011,394.0,41.0,7.0
Bournemouth,Facilities Spend,227,2011,227.0,95.0,2.0
Hull,Facilities Spend,310,2011,310.0,65.0,5.0
Goldsmiths College,Facilities Spend,184,2011,184.0,104.0,1.0
Birmingham City,Facilities Spend,583,2011,583.0,7.0,10.0
"UWIC, Cardiff",Facilities Spend,469,2011,469.0,21.0,9.0
Swansea,Facilities Spend,302,2011,302.0,69.0,5.0
Bradford,Facilities Spend,278,2011,278.0,78.0,4.0
Gloucestershire,Facilities Spend,339,2011,339.0,53.0,6.0
Bangor,Facilities Spend,236,2011,236.0,91.0,3.0
Northumbria,Facilities Spend,264,2011,264.0,81.0,3.0
De Montfort,Facilities Spend,247,2011,247.0,88.0,3.0
Plymouth,Facilities Spend,299,2011,299.0,70.0,4.0
Huddersfield,Facilities Spend,271,2011,271.0,79.0,4.0
Sheffield Hallam,Facilities Spend,235,2011,235.0,92.0,2.0
"West of England, Bristol",Facilities Spend,383,2011,383.0,45.0,7.0
University of the Arts London,Facilities Spend,146,2011,146.0,113.0,1.0
Lincoln,Facilities Spend,255,2011,255.0,84.0,3.0
Central Lancashire,Facilities Spend,483,2011,483.0,18.0,9.0
Brighton,Facilities Spend,279,2011,279.0,77.0,4.0
Edinburgh Napier,Facilities Spend,180,2011,180.0,107.0,1.0
Coventry,Facilities Spend,295,2011,295.0,73.0,4.0
Winchester,Facilities Spend,291,2011,291.0,75.0,4.0
Queen Margaret,Facilities Spend,124,2011,124.0,115.0,1.0
York St John,Facilities Spend,323,2011,323.0,62.0,5.0
Glasgow Caledonian,Facilities Spend,166,2011,166.0,109.0,1.0
Staffordshire,Facilities Spend,340,2011,340.0,52.0,6.0
Chester,Facilities Spend,234,2011,234.0,94.0,2.0
Cumbria,Facilities Spend,221,2011,221.0,99.0,2.0
Bath Spa,Facilities Spend,158,2011,158.0,111.0,1.0
Kingston,Facilities Spend,347,2011,347.0,51.0,6.0
Leeds Metropolitan,Facilities Spend,257,2011,257.0,83.0,3.0
Glamorgan,Facilities Spend,334,2011,334.0,55.0,6.0
Roehampton,Facilities Spend,199,2011,199.0,103.0,2.0
Edge Hill,Facilities Spend,167,2011,167.0,108.0,1.0
Manchester Metropolitan,Facilities Spend,265,2011,265.0,80.0,4.0
Portsmouth,Facilities Spend,226,2011,226.0,96.0,2.0
"University of Wales, Newport",Facilities Spend,380,2011,380.0,46.0,7.0
Wrexham Glyndŵr,Facilities Spend,421,2011,421.0,31.0,8.0
Sunderland,Facilities Spend,338,2011,338.0,54.0,6.0
