Institution,Metric,Value,Year,Numeric Value,Rank,Decile,UKPRN,Consistent Name,RG Rank
Chichester,Value added score/10,4.949057485589661,2013,4.949057485589661,75.0,4.0,10007137,The University of Chichester,
Plymouth,Value added score/10,5.75239092894964,2013,5.75239092894964,49.0,6.0,10007801,University of Plymouth,
Bangor,Value added score/10,4.45553066259449,2013,4.45553066259449,95.0,3.0,10007857,Bangor University,
Brighton,Value added score/10,5.99743604393721,2013,5.99743604393721,40.0,7.0,10000886,University of Brighton,
Goldsmiths,Value added score/10,6.2730737783763,2013,6.2730737783763,32.0,8.0,10002718,Goldsmiths' College,
Cardiff Met,Value added score/10,4.823726682037309,2013,4.823726682037309,82.0,4.0,10007854,Cardiff Metropolitan University,
Stirling,Value added score/10,4.94734412501906,2013,4.94734412501906,76.0,4.0,10007804,University of Stirling,
West London,Value added score/10,3.95828558331423,2013,3.95828558331423,103.0,2.0,10006566,The University of West London,
Hull,Value added score/10,3.54131179606674,2013,3.54131179606674,109.0,1.0,10007149,University of Hull,
Derby,Value added score/10,4.67955965486462,2013,4.67955965486462,88.0,3.0,10007851,University of Derby,
Bath Spa,Value added score/10,6.17676604252894,2013,6.17676604252894,35.0,8.0,10000571,Bath Spa University,
Central Lancashire,Value added score/10,4.02466373418064,2013,4.02466373418064,101.0,2.0,10007141,University of Central Lancashire,
Edinburgh Napier,Value added score/10,7.50575592087715,2013,7.50575592087715,4.0,10.0,10007772,Edinburgh Napier University,
Queen Margaret,Value added score/10,7.078376031263571,2013,7.078376031263571,11.0,10.0,10005337,"Queen Margaret University, Edinburgh",
Edge Hill,Value added score/10,4.7352715633647815,2013,4.7352715633647815,86.0,3.0,10007823,Edge Hill University,
Hertfordshire,Value added score/10,7.72253344113042,2013,7.72253344113042,1.0,10.0,10007147,University of Hertfordshire,
Anglia Ruskin,Value added score/10,4.776974792711822,2013,4.776974792711822,84.0,3.0,10000291,Anglia Ruskin University,
Portsmouth,Value added score/10,3.91104868437778,2013,3.91104868437778,105.0,2.0,10007155,University of Portsmouth,
Teesside,Value added score/10,4.651139849233171,2013,4.651139849233171,90.0,3.0,10007161,Teesside University,
Nottingham Trent,Value added score/10,4.25196440793977,2013,4.25196440793977,97.0,2.0,10004797,Nottingham Trent University,
Aberystwyth,Value added score/10,3.9266851536157104,2013,3.9266851536157104,104.0,2.0,10007856,Prifysgol Aberystwyth,
Glamorgan,Value added score/10,5.971246570183459,2013,5.971246570183459,42.0,7.0,10007793,University of Glamorgan / Prifysgol Morgannwg,
Sheffield Hallam,Value added score/10,7.1730213131712315,2013,7.1730213131712315,8.0,10.0,10005790,Sheffield Hallam University,
Salford,Value added score/10,4.6695788148845,2013,4.6695788148845,89.0,3.0,10007156,University of Salford,
De Montfort,Value added score/10,4.27114002054091,2013,4.27114002054091,96.0,2.0,10001883,De Montfort University,
Northampton,Value added score/10,6.90102325722937,2013,6.90102325722937,15.0,9.0,10007138,The University of Northampton,
Winchester,Value added score/10,5.84009702017764,2013,5.84009702017764,47.0,7.0,10003614,University of Winchester,
Greenwich,Value added score/10,,2013,,,,10007146,University of Greenwich,
Swansea,Value added score/10,4.88174832776277,2013,4.88174832776277,78.0,4.0,10007855,Swansea University,
Ulster,Value added score/10,6.27597179322805,2013,6.27597179322805,31.0,8.0,10007807,University of Ulster,
Bradford,Value added score/10,3.1668576434325897,2013,3.1668576434325897,111.0,1.0,10007785,University of Bradford,
Glasgow Caledonian,Value added score/10,6.62747317914712,2013,6.62747317914712,23.0,9.0,10007762,Glasgow Caledonian University,
Westminster,Value added score/10,6.38569854959775,2013,6.38569854959775,28.0,8.0,10007165,The University of Westminster,
Middlesex,Value added score/10,5.48550084595029,2013,5.48550084595029,60.0,5.0,10004351,Middlesex University,
Kingston,Value added score/10,6.78863578700842,2013,6.78863578700842,18.0,9.0,10003678,Kingston University,
Staffordshire,Value added score/10,3.97697105816477,2013,3.97697105816477,102.0,2.0,10006299,Staffordshire University,
"St Mary's UC, Twickenham",Value added score/10,4.15554447431561,2013,4.15554447431561,99.0,2.0,10007843,"St Mary's University College, Twickenham",
Liverpool John Moores,Value added score/10,5.564983103801402,2013,5.564983103801402,57.0,6.0,10003957,Liverpool John Moores University,
Worcester,Value added score/10,5.12452469512546,2013,5.12452469512546,71.0,5.0,10007139,University of Worcester,
York St John,Value added score/10,3.70450097847358,2013,3.70450097847358,107.0,2.0,10007713,York St John University,
Newman University College,Value added score/10,3.136730455528649,2013,3.136730455528649,112.0,1.0,10007832,Newman University College,
Cumbria,Value added score/10,4.99373300989041,2013,4.99373300989041,73.0,4.0,10007842,The University of Cumbria,
Bedfordshire,Value added score/10,4.97225120432382,2013,4.97225120432382,74.0,4.0,10007152,University of Bedfordshire,
London South Bank,Value added score/10,5.48716155436833,2013,5.48716155436833,59.0,6.0,10004078,London South Bank University,
Canterbury Christ Church,Value added score/10,5.19355658638876,2013,5.19355658638876,68.0,5.0,10001143,Canterbury Christ Church University,
Glyndŵr,Value added score/10,4.52089985239978,2013,4.52089985239978,92.0,3.0,10007833,Glyndwr University,
West of Scotland,Value added score/10,3.682367870623259,2013,3.682367870623259,108.0,1.0,10007800,University of the West of Scotland,
Manchester Met,Value added score/10,4.79452581032413,2013,4.79452581032413,83.0,4.0,10004180,The Manchester Metropolitan University,
Roehampton,Value added score/10,4.20423643540855,2013,4.20423643540855,98.0,2.0,10007776,Roehampton University,
Trinity Saint David,Value added score/10,2.37751094081388,2013,2.37751094081388,116.0,1.0,10007858,University of Wales: Trinity Saint David,
Newport,Value added score/10,3.02722704431247,2013,3.02722704431247,114.0,1.0,10007793,University of Glamorgan / Prifysgol Morgannwg,
Leeds Met,Value added score/10,4.098080881864661,2013,4.098080881864661,100.0,2.0,10003861,Leeds Metropolitan University,
Leeds Trinity University College,Value added score/10,1.9207857556694,2013,1.9207857556694,118.0,1.0,10003863,Leeds Trinity University College,
UC Suffolk,Value added score/10,2.15032833020638,2013,2.15032833020638,117.0,1.0,10014001,University Campus Suffolk Ltd,
East London,Value added score/10,3.82163378679116,2013,3.82163378679116,106.0,2.0,10007144,University of East London,
Bucks New University,Value added score/10,3.26621035510979,2013,3.26621035510979,110.0,1.0,10000975,Buckinghamshire New University,
Southampton Solent,Value added score/10,2.39257157528846,2013,2.39257157528846,115.0,1.0,10006022,Southampton Solent University,
London Met,Value added score/10,5.975146940414879,2013,5.975146940414879,41.0,7.0,10004048,London Metropolitan University,
Abertay Dundee,Value added score/10,4.91459074733096,2013,4.91459074733096,77.0,4.0,10007849,University of Abertay Dundee,
Bolton,Value added score/10,3.09612957509466,2013,3.09612957509466,113.0,1.0,10006841,The University of Bolton,
Cambridge,Entry Tariff,588.97465943068,2013,588.97465943068,1.0,10.0,10007788,University of Cambridge,1.0
Oxford,Entry Tariff,572.300825292901,2013,572.300825292901,2.0,10.0,10007774,University of Oxford,2.0
London School of Economics,Entry Tariff,525.9751045694201,2013,525.9751045694201,4.0,10.0,10004063,London School of Economics & Political Science,4.0
St Andrews,Entry Tariff,517.976858021978,2013,517.976858021978,5.0,10.0,10007803,University of St Andrews,
Warwick,Entry Tariff,495.926920188716,2013,495.926920188716,7.0,10.0,10007163,University of Warwick,6.0
UCL,Entry Tariff,494.943826303554,2013,494.943826303554,8.0,10.0,10007784,University College London,7.0
Durham,Entry Tariff,500.03657907038803,2013,500.03657907038803,6.0,10.0,10007143,University of Durham,5.0
Lancaster,Entry Tariff,408.799051378768,2013,408.799051378768,26.0,8.0,10007768,University of Lancaster,
Bath,Entry Tariff,459.0376083147989,2013,459.0376083147989,12.0,10.0,10007850,University of Bath (The),
Exeter,Entry Tariff,455.392197659298,2013,455.392197659298,14.0,9.0,10007792,University of Exeter,12.0
Loughborough,Entry Tariff,391.382723540663,2013,391.382723540663,34.0,8.0,10004113,Loughborough University,
Surrey,Entry Tariff,394.299381443299,2013,394.299381443299,30.0,8.0,10007160,University of Surrey,
Imperial College,Entry Tariff,552.5878629571131,2013,552.5878629571131,3.0,10.0,10003270,"Imperial College of Science, Technology and Medicine",3.0
Glasgow,Entry Tariff,459.140341642632,2013,459.140341642632,11.0,10.0,10007794,University of Glasgow,10.0
Edinburgh,Entry Tariff,471.103568654889,2013,471.103568654889,10.0,10.0,10007790,University of Edinburgh,9.0
Buckingham,Entry Tariff,269.240646551724,2013,269.240646551724,94.0,3.0,10007787,The University of Buckingham,
York,Entry Tariff,449.50322229869204,2013,449.50322229869204,15.0,9.0,10007167,University of York,13.0
Bristol,Entry Tariff,476.904175709001,2013,476.904175709001,9.0,10.0,10007786,University of Bristol,8.0
Leicester,Entry Tariff,407.972641923041,2013,407.972641923041,28.0,8.0,10007796,University of Leicester,
Heriot-Watt,Entry Tariff,383.00629821586404,2013,383.00629821586404,36.0,8.0,10007764,Heriot-Watt University,
City,Entry Tariff,369.750649421375,2013,369.750649421375,41.0,7.0,10001478,The City University,
Kent,Entry Tariff,349.105037432534,2013,349.105037432534,42.0,7.0,10007150,University of Kent,
Southampton,Entry Tariff,439.34387446151,2013,439.34387446151,17.0,9.0,10007158,University of Southampton,15.0
UEA,Entry Tariff,393.1956489181969,2013,393.1956489181969,33.0,8.0,10007789,University of East Anglia,
Reading,Entry Tariff,374.156633607622,2013,374.156633607622,39.0,7.0,10007802,University of Reading,
Nottingham,Entry Tariff,434.93558632318604,2013,434.93558632318604,19.0,9.0,10007154,University of Nottingham,16.0
Aston,Entry Tariff,381.06394552529196,2013,381.06394552529196,38.0,7.0,10007759,Aston University,
Sussex,Entry Tariff,381.156857400115,2013,381.156857400115,37.0,7.0,10007806,University of Sussex,
SOAS,Entry Tariff,410.149564375605,2013,410.149564375605,25.0,8.0,10007780,School of Oriental and African Studies,
Birmingham,Entry Tariff,432.9851744336969,2013,432.9851744336969,20.0,9.0,10000712,University College Birmingham,
University of the Arts London,Entry Tariff,302.483407407407,2013,302.483407407407,58.0,6.0,10007162,"University of the Arts, London",
King's College London,Entry Tariff,455.5988831483351,2013,455.5988831483351,13.0,9.0,10003645,King's College London,11.0
Newcastle,Entry Tariff,424.600693959347,2013,424.600693959347,22.0,9.0,10007799,University of Newcastle Upon Tyne,18.0
Strathclyde,Entry Tariff,434.976346911958,2013,434.976346911958,18.0,9.0,10007805,University of Strathclyde,
Robert Gordon,Entry Tariff,331.671372633391,2013,331.671372633391,48.0,7.0,10005500,The Robert Gordon University,
Queen Mary,Entry Tariff,393.63225805136597,2013,393.63225805136597,32.0,8.0,10007775,"Queen Mary and Westfield College, University of London",22.0
Leeds,Entry Tariff,411.6504204064231,2013,411.6504204064231,24.0,9.0,10007795,University of Leeds,20.0
Aberdeen,Entry Tariff,397.430014753583,2013,397.430014753583,29.0,8.0,10007783,University of Aberdeen,
Royal Holloway,Entry Tariff,393.999720094284,2013,393.999720094284,31.0,8.0,10005553,Royal Holloway College and Bedford New College,
Cardiff,Entry Tariff,431.1299936748889,2013,431.1299936748889,21.0,9.0,10007814,Cardiff University,17.0
Manchester,Entry Tariff,421.25778494577,2013,421.25778494577,23.0,9.0,10007798,The University of Manchester,19.0
Sheffield,Entry Tariff,443.603869404804,2013,443.603869404804,16.0,9.0,10007157,University of Sheffield,14.0
Dundee,Entry Tariff,370.18045171849406,2013,370.18045171849406,40.0,7.0,10007852,University of Dundee,
Brunel,Entry Tariff,341.795281490482,2013,341.795281490482,43.0,7.0,10000961,Brunel University,
Liverpool,Entry Tariff,408.490628481511,2013,408.490628481511,27.0,8.0,10006842,University of Liverpool,21.0
Coventry,Entry Tariff,285.13541273756,2013,285.13541273756,78.0,4.0,10001726,Coventry University,
Lincoln,Entry Tariff,315.39179978700804,2013,315.39179978700804,55.0,6.0,10007151,University of Lincoln,
Huddersfield,Entry Tariff,297.321254059801,2013,297.321254059801,64.0,5.0,10007148,University of Huddersfield,
Oxford Brookes,Entry Tariff,322.547519882796,2013,322.547519882796,54.0,6.0,10004930,Oxford Brookes University,
Essex,Entry Tariff,324.40482595655703,2013,324.40482595655703,53.0,6.0,10007791,University of Essex,
Keele,Entry Tariff,334.769789215686,2013,334.769789215686,46.0,7.0,10007767,University of Keele,
Chester,Entry Tariff,281.578437974684,2013,281.578437974684,84.0,4.0,10007848,University of Chester,
"Queen's, Belfast",Entry Tariff,384.3069549460289,2013,384.3069549460289,35.0,8.0,10005343,The Queen's University of Belfast,23.0
UWE Bristol,Entry Tariff,297.513568772324,2013,297.513568772324,63.0,5.0,10007164,"University of the West of England, Bristol",
Bournemouth,Entry Tariff,324.755708047411,2013,324.755708047411,52.0,6.0,10000824,Bournemouth University,
Northumbria,Entry Tariff,315.30446059850397,2013,315.30446059850397,56.0,6.0,10001282,University of Northumbria at Newcastle,
UC Falmouth,Entry Tariff,263.810591900312,2013,263.810591900312,98.0,2.0,10008640,University College Falmouth,
Sunderland,Entry Tariff,274.401216169498,2013,274.401216169498,90.0,3.0,10007159,University of Sunderland,
Gloucestershire,Entry Tariff,285.969782128197,2013,285.969782128197,77.0,4.0,10007145,University of Gloucestershire,
Birmingham City,Entry Tariff,280.175578947368,2013,280.175578947368,86.0,3.0,10007140,Birmingham City University,
Chichester,Entry Tariff,290.23561650902803,2013,290.23561650902803,70.0,5.0,10007137,The University of Chichester,
Plymouth,Entry Tariff,299.90330752803,2013,299.90330752803,62.0,5.0,10007801,University of Plymouth,
Bangor,Entry Tariff,293.423994750488,2013,293.423994750488,67.0,5.0,10007857,Bangor University,
Brighton,Entry Tariff,289.279005784805,2013,289.279005784805,73.0,4.0,10000886,University of Brighton,
Goldsmiths,Entry Tariff,340.705420128162,2013,340.705420128162,45.0,7.0,10002718,Goldsmiths' College,
Cardiff Met,Entry Tariff,271.163782608696,2013,271.163782608696,93.0,3.0,10007854,Cardiff Metropolitan University,
Stirling,Entry Tariff,332.428974645811,2013,332.428974645811,47.0,7.0,10007804,University of Stirling,
West London,Entry Tariff,229.122808988764,2013,229.122808988764,114.0,1.0,10006566,The University of West London,
Hull,Entry Tariff,325.439392940699,2013,325.439392940699,51.0,6.0,10007149,University of Hull,
Derby,Entry Tariff,273.281656446888,2013,273.281656446888,91.0,3.0,10007851,University of Derby,
Bath Spa,Entry Tariff,300.962508017493,2013,300.962508017493,60.0,6.0,10000571,Bath Spa University,
Central Lancashire,Entry Tariff,294.87373924021597,2013,294.87373924021597,65.0,5.0,10007141,University of Central Lancashire,
